YearStart,YearEnd,LocationAbbr,LocationDesc,pct_overweight,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,age_months,race,GeoLocation,Indigenous
2008,2008,AL,Alabama,25.0,19.3,30.7,228,,Indigenous,"    (32.84057112200048, -86.63186076199969)",1
2008,2008,AL,Alabama,15.8,15.2,16.3,"17,833",,White,"    (32.84057112200048, -86.63186076199969)",0
2008,2008,AK,Alaska,23.7,22.2,25.2,"3,190",,Indigenous,"    (64.84507995700051, -147.72205903599973)",1
2008,2008,AK,Alaska,15.5,14.3,16.7,"3,540",,White,"    (64.84507995700051, -147.72205903599973)",0
2008,2008,AZ,Arizona,20.1,17.7,22.4,"1,101",,Indigenous,"    (34.865970280000454, -111.76381127699972)",1
2008,2008,AZ,Arizona,14.4,13.7,15.0,"10,763",,White,"    (34.865970280000454, -111.76381127699972)",0
2008,2008,AR,Arkansas,13.2,8.8,17.7,227,,Indigenous,"    (34.74865012400045, -92.27449074299966)",1
2008,2008,AR,Arkansas,14.7,14.1,15.3,"13,445",,White,"    (34.74865012400045, -92.27449074299966)",0
2008,2008,CA,California,17.7,16.4,18.9,"3,499",,Indigenous,"    (37.63864012300047, -120.99999953799971)",1
2008,2008,CA,California,15.6,15.2,15.9,"36,886",,White,"    (37.63864012300047, -120.99999953799971)",0
2008,2008,CO,Colorado,17.9,14.9,21.0,614,,Indigenous,"    (38.843840757000464, -106.13361092099967)",1
2008,2008,CO,Colorado,13.0,12.3,13.7,"8,479",,White,"    (38.843840757000464, -106.13361092099967)",0
2008,2008,CT,Connecticut,20.9,12.4,29.4,91,,Indigenous,"    (41.56266102000046, -72.64984095199964)",1
2008,2008,CT,Connecticut,16.1,15.0,17.2,"4,403",,White,"    (41.56266102000046, -72.64984095199964)",0
2008,2008,DE,Delaware,15.8,14.0,17.5,"1,691",,White,"    (39.008830667000495, -75.57774116799965)",0
2008,2008,DC,District of Columbia,7.8,0.2,15.5,51,,White,"    (38.89037138500049, -77.03196112699965)",0
2008,2008,FL,Florida,13.2,9.9,16.5,401,,Indigenous,"    (28.932040377000476, -81.92896053899966)",1
2008,2008,FL,Florida,15.0,14.7,15.4,"39,090",,White,"    (28.932040377000476, -81.92896053899966)",0
2008,2008,GA,Georgia,15.4,12.7,18.1,702,,Indigenous,"    (32.83968109300048, -83.62758034599966)",1
2008,2008,GA,Georgia,15.9,15.4,16.3,"26,581",,White,"    (32.83968109300048, -83.62758034599966)",0
2008,2008,HI,Hawaii,11.5,3.2,19.7,61,,Indigenous,"    (21.304850435000446, -157.85774940299973)",1
2008,2008,HI,Hawaii,10.6,8.8,12.4,"1,126",,White,"    (21.304850435000446, -157.85774940299973)",0
2008,2008,ID,Idaho,23.4,18.8,27.9,338,,Indigenous,"    (43.682630005000476, -114.3637300419997)",1
2008,2008,ID,Idaho,14.8,14.1,15.6,"8,497",,White,"    (43.682630005000476, -114.3637300419997)",0
2008,2008,IL,Illinois,15.4,7.8,22.9,91,,Indigenous,"    (40.48501028300046, -88.99771017799969)",1
2008,2008,IL,Illinois,14.6,14.2,15.0,"29,481",,White,"    (40.48501028300046, -88.99771017799969)",0
2008,2008,IN,Indiana,18.9,11.8,25.9,122,,Indigenous,"    (39.766910452000445, -86.14996019399968)",1
2008,2008,IN,Indiana,17.0,16.6,17.4,"27,722",,White,"    (39.766910452000445, -86.14996019399968)",0
2008,2008,IA,Iowa,17.6,12.2,23.0,193,,Indigenous,"    (42.46940091300047, -93.81649055599968)",1
2008,2008,IA,Iowa,17.0,16.4,17.5,"15,839",,White,"    (42.46940091300047, -93.81649055599968)",0
2008,2008,KS,Kansas,22.5,17.9,27.2,315,,Indigenous,"    (38.34774030000045, -98.20078122699965)",1
2008,2008,KS,Kansas,17.1,16.5,17.8,"13,175",,White,"    (38.34774030000045, -98.20078122699965)",0
2008,2008,KY,Kentucky,11.9,3.4,20.4,59,,Indigenous,"    (37.645970271000465, -84.77497104799966)",1
2008,2008,KY,Kentucky,16.6,16.2,17.0,"37,303",,White,"    (37.645970271000465, -84.77497104799966)",0
2008,2008,LA,Louisiana,27.0,20.3,33.7,174,,Indigenous,"    (31.31266064400046, -92.44568007099969)",1
2008,2008,LA,Louisiana,17.1,16.4,17.7,"13,683",,White,"    (31.31266064400046, -92.44568007099969)",0
2008,2008,ME,Maine,27.4,20.1,34.7,146,,Indigenous,"    (45.254228894000505, -68.98503133599962)",1
2008,2008,ME,Maine,17.4,16.5,18.2,"7,846",,White,"    (45.254228894000505, -68.98503133599962)",0
2008,2008,MD,Maryland,13.3,8.7,18.0,210,,Indigenous,"    (39.29058096400047, -76.60926011099963)",1
2008,2008,MD,Maryland,17.2,16.4,18.0,"8,468",,White,"    (39.29058096400047, -76.60926011099963)",0
2008,2008,MA,Massachusetts,5.9,0.0,12.6,51,,Indigenous,"    (42.27687047000046, -72.08269067499964)",1
2008,2008,MA,Massachusetts,16.4,15.9,17.0,"17,017",,White,"    (42.27687047000046, -72.08269067499964)",0
2008,2008,MI,Michigan,20.0,17.6,22.3,"1,106",,Indigenous,"    (44.6613195430005, -84.71439026999968)",1
2008,2008,MI,Michigan,16.9,16.6,17.3,"45,096",,White,"    (44.6613195430005, -84.71439026999968)",0
2008,2008,MN,Minnesota,21.3,19.7,22.8,"2,559",,Indigenous,"    (46.35564873600049, -94.79420050299967)",1
2008,2008,MN,Minnesota,15.1,14.6,15.5,"23,764",,White,"    (46.35564873600049, -94.79420050299967)",0
2008,2008,MS,Mississippi,16.7,15.9,17.4,"9,422",,White,"    (32.745510099000455, -89.53803082499968)",0
2008,2008,MO,Missouri,14.8,8.0,21.6,108,,Indigenous,"    (38.635790776000476, -92.56630005299968)",1
2008,2008,MO,Missouri,16.7,16.3,17.1,"31,105",,White,"    (38.635790776000476, -92.56630005299968)",0
2008,2008,MT,Montana,20.5,18.9,22.1,"2,322",,Indigenous,"    (47.06652897200047, -109.42442064499971)",1
2008,2008,MT,Montana,14.8,13.9,15.8,"5,075",,White,"    (47.06652897200047, -109.42442064499971)",0
2008,2008,NE,Nebraska,21.8,17.4,26.2,344,,Indigenous,"    (41.6410409880005, -99.36572062299967)",1
2008,2008,NE,Nebraska,15.6,14.7,16.4,"7,585",,White,"    (41.6410409880005, -99.36572062299967)",0
2008,2008,NV,Nevada,14.4,10.8,18.1,353,,Indigenous,"    (39.493240390000494, -117.07184056399967)",1
2008,2008,NV,Nevada,13.6,12.3,14.8,"2,954",,White,"    (39.493240390000494, -117.07184056399967)",0
2008,2008,NH,New Hampshire,18.7,17.6,19.7,"5,436",,White,"    (43.65595011300047, -71.50036091999965)",0
2008,2008,NJ,New Jersey,18.4,14.0,22.7,305,,Indigenous,"    (40.13057004800049, -74.27369128799967)",1
2008,2008,NJ,New Jersey,18.1,17.3,19.0,"8,254",,White,"    (40.13057004800049, -74.27369128799967)",0
2008,2008,NM,New Mexico,16.9,14.3,19.6,768,,Indigenous,"    (34.52088095200048, -106.24058098499967)",1
2008,2008,NM,New Mexico,14.0,12.7,15.2,"2,903",,White,"    (34.52088095200048, -106.24058098499967)",0
2008,2008,NY,New York,15.2,13.3,17.0,"1,386",,Indigenous,"    (42.82700103200045, -75.54397042699964)",1
2008,2008,NY,New York,17.2,16.9,17.6,"49,138",,White,"    (42.82700103200045, -75.54397042699964)",0
2008,2008,NC,North Carolina,15.5,13.2,17.9,908,,Indigenous,"    (35.466220975000454, -79.15925046299964)",1
2008,2008,NC,North Carolina,13.6,13.1,14.0,"25,596",,White,"    (35.466220975000454, -79.15925046299964)",0
2008,2008,ND,North Dakota,21.0,18.9,23.2,"1,384",,Indigenous,"    (47.47531977900047, -100.11842104899966)",1
2008,2008,ND,North Dakota,16.4,15.0,17.7,"2,988",,White,"    (47.47531977900047, -100.11842104899966)",0
2008,2008,OH,Ohio,19.5,15.7,23.3,420,,Indigenous,"    (40.06021014100048, -82.40426005599966)",1
2008,2008,OH,Ohio,16.2,15.9,16.5,"54,229",,White,"    (40.06021014100048, -82.40426005599966)",0
2008,2008,OK,Oklahoma,19.7,17.8,21.6,"1,725",,Indigenous,"    (35.47203135600046, -97.52107021399968)",1
2008,2008,OK,Oklahoma,17.2,16.5,17.8,"13,340",,White,"    (35.47203135600046, -97.52107021399968)",0
2008,2008,OR,Oregon,23.9,20.9,26.9,790,,Indigenous,"    (44.56744942400047, -120.15503132599969)",1
2008,2008,OR,Oregon,16.5,15.9,17.1,"17,019",,White,"    (44.56744942400047, -120.15503132599969)",0
2008,2008,PA,Pennsylvania,12.0,9.1,14.8,510,,Indigenous,"    (40.79373015200048, -77.86070029399963)",1
2008,2008,PA,Pennsylvania,14.5,14.2,14.9,"44,934",,White,"    (40.79373015200048, -77.86070029399963)",0
2008,2008,RI,Rhode Island,15.9,7.1,24.8,69,,Indigenous,"    (41.70828019300046, -71.52247031399963)",1
2008,2008,RI,Rhode Island,15.2,14.0,16.4,"3,487",,White,"    (41.70828019300046, -71.52247031399963)",0
2008,2008,SC,South Carolina,19.0,8.6,29.4,58,,Indigenous,"    (33.998821303000454, -81.04537120699968)",1
2008,2008,SC,South Carolina,15.3,14.7,16.0,"10,529",,White,"    (33.998821303000454, -81.04537120699968)",0
2008,2008,SD,South Dakota,23.3,21.5,25.1,"2,157",,Indigenous,"    (44.353130053000484, -100.3735306369997)",1
2008,2008,SD,South Dakota,18.2,17.0,19.4,"3,922",,White,"    (44.353130053000484, -100.3735306369997)",0
2008,2008,TN,Tennessee,16.0,15.6,16.4,"30,757",,White,"    (35.68094058000048, -85.77449091399967)",0
2008,2008,TX,Texas,13.5,9.9,17.0,364,,Indigenous,"    (31.827240407000488, -99.42677020599967)",1
2008,2008,TX,Texas,16.1,15.7,16.5,"28,396",,White,"    (31.827240407000488, -99.42677020599967)",0
2008,2008,UT,Utah,22.3,17.4,27.1,283,,Indigenous,"    (39.360700171000474, -111.58713063499971)",1
2008,2008,UT,Utah,15.2,14.5,15.9,"9,850",,White,"    (39.360700171000474, -111.58713063499971)",0
2008,2008,VT,Vermont,19.2,10.3,28.2,78,,Indigenous,"    (43.62538123900049, -72.51764079099962)",1
2008,2008,VT,Vermont,16.3,15.4,17.3,"5,921",,White,"    (43.62538123900049, -72.51764079099962)",0
2008,2008,VA,Virginia,20.0,13.2,26.8,135,,Indigenous,"    (37.54268067400045, -78.45789046299967)",1
2008,2008,VA,Virginia,19.8,19.2,20.4,"16,003",,White,"    (37.54268067400045, -78.45789046299967)",0
2008,2008,WA,Washington,21.0,19.5,22.6,"2,568",,Indigenous,"    (47.52227862900048, -120.47001078999972)",1
2008,2008,WA,Washington,17.1,16.6,17.6,"24,947",,White,"    (47.52227862900048, -120.47001078999972)",0
2008,2008,WV,West Virginia,19.0,11.7,26.2,116,,Indigenous,"    (38.66551020200046, -80.71264013499967)",1
2008,2008,WV,West Virginia,14.8,14.2,15.4,"14,962",,White,"    (38.66551020200046, -80.71264013499967)",0
2008,2008,WI,Wisconsin,19.8,17.7,22.0,"1,315",,Indigenous,"    (44.39319117400049, -89.81637074199966)",1
2008,2008,WI,Wisconsin,16.2,15.7,16.8,"18,648",,White,"    (44.39319117400049, -89.81637074199966)",0
2008,2008,WY,Wyoming,22.0,13.7,30.3,100,,Indigenous,"    (43.23554134300048, -108.10983035299967)",1
2008,2008,WY,Wyoming,13.2,11.8,14.6,"2,282",,White,"    (43.23554134300048, -108.10983035299967)",0
2008,2008,GU,Guam,18.2,7.7,28.7,55,,White,"    (13.444304, 144.793731)",0
2008,2008,PR,Puerto Rico,20.7,14.7,26.7,179,,Indigenous,"    (18.220833, -66.590149)",1
2008,2008,PR,Puerto Rico,22.0,10.1,33.9,50,,White,"    (18.220833, -66.590149)",0
2008,2008,AL,Alabama,14.0,9.5,18.6,228,,Indigenous,"    (32.84057112200048, -86.63186076199969)",1
2008,2008,AL,Alabama,14.0,13.5,14.6,"17,833",,White,"    (32.84057112200048, -86.63186076199969)",0
2008,2008,AK,Alaska,34.4,32.7,36.0,"3,190",,Indigenous,"    (64.84507995700051, -147.72205903599973)",1
2008,2008,AK,Alaska,10.0,9.0,11.0,"3,540",,White,"    (64.84507995700051, -147.72205903599973)",0
2008,2008,AZ,Arizona,21.5,19.1,24.0,"1,101",,Indigenous,"    (34.865970280000454, -111.76381127699972)",1
2008,2008,AZ,Arizona,9.7,9.1,10.2,"10,763",,White,"    (34.865970280000454, -111.76381127699972)",0
2008,2008,AR,Arkansas,12.3,8.0,16.6,227,,Indigenous,"    (34.74865012400045, -92.27449074299966)",1
2008,2008,AR,Arkansas,12.1,11.5,12.6,"13,445",,White,"    (34.74865012400045, -92.27449074299966)",0
2008,2008,CA,California,17.2,16.0,18.5,"3,499",,Indigenous,"    (37.63864012300047, -120.99999953799971)",1
2008,2008,CA,California,12.4,12.1,12.8,"36,886",,White,"    (37.63864012300047, -120.99999953799971)",0
2008,2008,CO,Colorado,11.1,8.6,13.6,614,,Indigenous,"    (38.843840757000464, -106.13361092099967)",1
2008,2008,CO,Colorado,6.5,6.0,7.1,"8,479",,White,"    (38.843840757000464, -106.13361092099967)",0
2008,2008,CT,Connecticut,18.7,10.5,26.8,91,,Indigenous,"    (41.56266102000046, -72.64984095199964)",1
2008,2008,CT,Connecticut,14.8,13.8,15.9,"4,403",,White,"    (41.56266102000046, -72.64984095199964)",0
2008,2008,DE,Delaware,14.2,12.5,15.9,"1,691",,White,"    (39.008830667000495, -75.57774116799965)",0
2008,2008,DC,District of Columbia,11.8,2.6,20.9,51,,White,"    (38.89037138500049, -77.03196112699965)",0
2008,2008,FL,Florida,9.5,6.6,12.4,401,,Indigenous,"    (28.932040377000476, -81.92896053899966)",1
2008,2008,FL,Florida,12.0,11.7,12.3,"39,090",,White,"    (28.932040377000476, -81.92896053899966)",0
2008,2008,GA,Georgia,16.4,13.6,19.1,702,,Indigenous,"    (32.83968109300048, -83.62758034599966)",1
2008,2008,GA,Georgia,13.5,13.1,13.9,"26,581",,White,"    (32.83968109300048, -83.62758034599966)",0
2008,2008,HI,Hawaii,8.2,1.1,15.3,61,,Indigenous,"    (21.304850435000446, -157.85774940299973)",1
2008,2008,HI,Hawaii,5.6,4.3,6.9,"1,126",,White,"    (21.304850435000446, -157.85774940299973)",0
2008,2008,ID,Idaho,29.0,24.1,33.9,338,,Indigenous,"    (43.682630005000476, -114.3637300419997)",1
2008,2008,ID,Idaho,8.8,8.2,9.4,"8,497",,White,"    (43.682630005000476, -114.3637300419997)",0
2008,2008,IL,Illinois,17.6,9.6,25.6,91,,Indigenous,"    (40.48501028300046, -88.99771017799969)",1
2008,2008,IL,Illinois,12.4,12.0,12.7,"29,481",,White,"    (40.48501028300046, -88.99771017799969)",0
2008,2008,IN,Indiana,18.0,11.1,25.0,122,,Indigenous,"    (39.766910452000445, -86.14996019399968)",1
2008,2008,IN,Indiana,13.9,13.5,14.3,"27,722",,White,"    (39.766910452000445, -86.14996019399968)",0
2008,2008,IA,Iowa,19.2,13.6,24.8,193,,Indigenous,"    (42.46940091300047, -93.81649055599968)",1
2008,2008,IA,Iowa,13.7,13.1,14.2,"15,839",,White,"    (42.46940091300047, -93.81649055599968)",0
2008,2008,KS,Kansas,17.1,13.0,21.3,315,,Indigenous,"    (38.34774030000045, -98.20078122699965)",1
2008,2008,KS,Kansas,11.7,11.1,12.2,"13,175",,White,"    (38.34774030000045, -98.20078122699965)",0
2008,2008,KY,Kentucky,22.0,11.1,32.9,59,,Indigenous,"    (37.645970271000465, -84.77497104799966)",1
2008,2008,KY,Kentucky,16.8,16.4,17.2,"37,303",,White,"    (37.645970271000465, -84.77497104799966)",0
2008,2008,LA,Louisiana,19.5,13.6,25.5,174,,Indigenous,"    (31.31266064400046, -92.44568007099969)",1
2008,2008,LA,Louisiana,14.6,14.0,15.2,"13,683",,White,"    (31.31266064400046, -92.44568007099969)",0
2008,2008,ME,Maine,17.8,11.5,24.1,146,,Indigenous,"    (45.254228894000505, -68.98503133599962)",1
2008,2008,ME,Maine,16.1,15.3,16.9,"7,846",,White,"    (45.254228894000505, -68.98503133599962)",0
2008,2008,MD,Maryland,11.9,7.5,16.3,210,,Indigenous,"    (39.29058096400047, -76.60926011099963)",1
2008,2008,MD,Maryland,14.3,13.5,15.0,"8,468",,White,"    (39.29058096400047, -76.60926011099963)",0
2008,2008,MA,Massachusetts,23.5,11.5,35.6,51,,Indigenous,"    (42.27687047000046, -72.08269067499964)",1
2008,2008,MA,Massachusetts,15.7,15.1,16.2,"17,017",,White,"    (42.27687047000046, -72.08269067499964)",0
2008,2008,MI,Michigan,16.5,14.3,18.6,"1,106",,Indigenous,"    (44.6613195430005, -84.71439026999968)",1
2008,2008,MI,Michigan,13.5,13.2,13.8,"45,096",,White,"    (44.6613195430005, -84.71439026999968)",0
2008,2008,MN,Minnesota,23.2,21.6,24.8,"2,559",,Indigenous,"    (46.35564873600049, -94.79420050299967)",1
2008,2008,MN,Minnesota,9.3,8.9,9.6,"23,764",,White,"    (46.35564873600049, -94.79420050299967)",0
2008,2008,MS,Mississippi,15.3,14.6,16.0,"9,422",,White,"    (32.745510099000455, -89.53803082499968)",0
2008,2008,MO,Missouri,25.9,17.5,34.3,108,,Indigenous,"    (38.635790776000476, -92.56630005299968)",1
2008,2008,MO,Missouri,14.3,13.9,14.6,"31,105",,White,"    (38.635790776000476, -92.56630005299968)",0
2008,2008,MT,Montana,21.1,19.4,22.7,"2,322",,Indigenous,"    (47.06652897200047, -109.42442064499971)",1
2008,2008,MT,Montana,10.4,9.5,11.2,"5,075",,White,"    (47.06652897200047, -109.42442064499971)",0
2008,2008,NE,Nebraska,16.6,12.6,20.5,344,,Indigenous,"    (41.6410409880005, -99.36572062299967)",1
2008,2008,NE,Nebraska,11.4,10.7,12.1,"7,585",,White,"    (41.6410409880005, -99.36572062299967)",0
2008,2008,NV,Nevada,15.0,11.3,18.8,353,,Indigenous,"    (39.493240390000494, -117.07184056399967)",1
2008,2008,NV,Nevada,10.1,9.0,11.2,"2,954",,White,"    (39.493240390000494, -117.07184056399967)",0
2008,2008,NH,New Hampshire,17.1,16.1,18.1,"5,436",,White,"    (43.65595011300047, -71.50036091999965)",0
2008,2008,NJ,New Jersey,10.2,6.8,13.6,305,,Indigenous,"    (40.13057004800049, -74.27369128799967)",1
2008,2008,NJ,New Jersey,15.0,14.2,15.7,"8,254",,White,"    (40.13057004800049, -74.27369128799967)",0
2008,2008,NM,New Mexico,24.7,21.7,27.8,768,,Indigenous,"    (34.52088095200048, -106.24058098499967)",1
2008,2008,NM,New Mexico,8.1,7.1,9.1,"2,903",,White,"    (34.52088095200048, -106.24058098499967)",0
2008,2008,NY,New York,14.4,12.5,16.2,"1,386",,Indigenous,"    (42.82700103200045, -75.54397042699964)",1
2008,2008,NY,New York,13.6,13.3,13.9,"49,138",,White,"    (42.82700103200045, -75.54397042699964)",0
2008,2008,NC,North Carolina,13.9,11.6,16.1,908,,Indigenous,"    (35.466220975000454, -79.15925046299964)",1
2008,2008,NC,North Carolina,11.3,11.0,11.7,"25,596",,White,"    (35.466220975000454, -79.15925046299964)",0
2008,2008,ND,North Dakota,21.7,19.6,23.9,"1,384",,Indigenous,"    (47.47531977900047, -100.11842104899966)",1
2008,2008,ND,North Dakota,10.9,9.8,12.0,"2,988",,White,"    (47.47531977900047, -100.11842104899966)",0
2008,2008,OH,Ohio,12.1,9.0,15.3,420,,Indigenous,"    (40.06021014100048, -82.40426005599966)",1
2008,2008,OH,Ohio,12.3,12.1,12.6,"54,229",,White,"    (40.06021014100048, -82.40426005599966)",0
2008,2008,OK,Oklahoma,14.8,13.2,16.5,"1,725",,Indigenous,"    (35.47203135600046, -97.52107021399968)",1
2008,2008,OK,Oklahoma,12.8,12.2,13.4,"13,340",,White,"    (35.47203135600046, -97.52107021399968)",0
2008,2008,OR,Oregon,21.8,18.9,24.7,790,,Indigenous,"    (44.56744942400047, -120.15503132599969)",1
2008,2008,OR,Oregon,11.6,11.1,12.1,"17,019",,White,"    (44.56744942400047, -120.15503132599969)",0
2008,2008,PA,Pennsylvania,10.6,7.9,13.3,510,,Indigenous,"    (40.79373015200048, -77.86070029399963)",1
2008,2008,PA,Pennsylvania,11.6,11.3,11.9,"44,934",,White,"    (40.79373015200048, -77.86070029399963)",0
2008,2008,RI,Rhode Island,14.5,6.0,23.0,69,,Indigenous,"    (41.70828019300046, -71.52247031399963)",1
2008,2008,RI,Rhode Island,14.1,13.0,15.3,"3,487",,White,"    (41.70828019300046, -71.52247031399963)",0
2008,2008,SC,South Carolina,13.8,4.6,22.9,58,,Indigenous,"    (33.998821303000454, -81.04537120699968)",1
2008,2008,SC,South Carolina,12.3,11.7,12.9,"10,529",,White,"    (33.998821303000454, -81.04537120699968)",0
2008,2008,SD,South Dakota,21.3,19.6,23.1,"2,157",,Indigenous,"    (44.353130053000484, -100.3735306369997)",1
2008,2008,SD,South Dakota,13.1,12.0,14.1,"3,922",,White,"    (44.353130053000484, -100.3735306369997)",0
2008,2008,TN,Tennessee,14.5,14.1,14.9,"30,757",,White,"    (35.68094058000048, -85.77449091399967)",0
2008,2008,TX,Texas,14.3,10.7,17.9,364,,Indigenous,"    (31.827240407000488, -99.42677020599967)",1
2008,2008,TX,Texas,11.5,11.2,11.9,"28,396",,White,"    (31.827240407000488, -99.42677020599967)",0
2008,2008,UT,Utah,26.1,21.0,31.3,283,,Indigenous,"    (39.360700171000474, -111.58713063499971)",1
2008,2008,UT,Utah,8.2,7.7,8.8,"9,850",,White,"    (39.360700171000474, -111.58713063499971)",0
2008,2008,VT,Vermont,16.7,8.2,25.1,78,,Indigenous,"    (43.62538123900049, -72.51764079099962)",1
2008,2008,VT,Vermont,13.6,12.7,14.5,"5,921",,White,"    (43.62538123900049, -72.51764079099962)",0
2008,2008,VA,Virginia,17.8,11.2,24.3,135,,Indigenous,"    (37.54268067400045, -78.45789046299967)",1
2008,2008,VA,Virginia,18.2,17.6,18.8,"16,003",,White,"    (37.54268067400045, -78.45789046299967)",0
2008,2008,WA,Washington,19.3,17.7,20.8,"2,568",,Indigenous,"    (47.52227862900048, -120.47001078999972)",1
2008,2008,WA,Washington,10.9,10.5,11.2,"24,947",,White,"    (47.52227862900048, -120.47001078999972)",0
2008,2008,WV,West Virginia,13.8,7.4,20.2,116,,Indigenous,"    (38.66551020200046, -80.71264013499967)",1
2008,2008,WV,West Virginia,14.3,13.7,14.8,"14,962",,White,"    (38.66551020200046, -80.71264013499967)",0
2008,2008,WI,Wisconsin,22.0,19.7,24.2,"1,315",,Indigenous,"    (44.39319117400049, -89.81637074199966)",1
2008,2008,WI,Wisconsin,11.8,11.3,12.3,"18,648",,White,"    (44.39319117400049, -89.81637074199966)",0
2008,2008,WY,Wyoming,15.0,7.9,22.1,100,,Indigenous,"    (43.23554134300048, -108.10983035299967)",1
2008,2008,WY,Wyoming,8.7,7.5,9.8,"2,282",,White,"    (43.23554134300048, -108.10983035299967)",0
2008,2008,GU,Guam,5.5,0.0,11.7,55,,White,"    (13.444304, 144.793731)",0
2008,2008,PR,Puerto Rico,16.2,10.8,21.7,179,,Indigenous,"    (18.220833, -66.590149)",1
2008,2008,PR,Puerto Rico,18.0,7.0,29.0,50,,White,"    (18.220833, -66.590149)",0
2008,2008,AL,Alabama,13.6,8.9,18.3,206,,Indigenous,"    (32.84057112200048, -86.63186076199969)",1
2008,2008,AL,Alabama,11.7,11.2,12.1,"19,075",,White,"    (32.84057112200048, -86.63186076199969)",0
2008,2008,AK,Alaska,31.6,29.5,33.7,"1,928",,Indigenous,"    (64.84507995700051, -147.72205903599973)",1
2008,2008,AK,Alaska,10.0,8.8,11.3,"2,176",,White,"    (64.84507995700051, -147.72205903599973)",0
2008,2008,AZ,Arizona,24.6,21.4,27.8,703,,Indigenous,"    (34.865970280000454, -111.76381127699972)",1
2008,2008,AZ,Arizona,11.3,10.6,12.0,"7,939",,White,"    (34.865970280000454, -111.76381127699972)",0
2008,2008,AR,Arkansas,14.5,9.1,19.9,166,,Indigenous,"    (34.74865012400045, -92.27449074299966)",1
2008,2008,AR,Arkansas,9.6,9.0,10.3,"8,638",,White,"    (34.74865012400045, -92.27449074299966)",0
2008,2008,CA,California,15.9,14.6,17.2,"2,970",,Indigenous,"    (37.63864012300047, -120.99999953799971)",1
2008,2008,CA,California,13.1,12.7,13.4,"32,493",,White,"    (37.63864012300047, -120.99999953799971)",0
2008,2008,CO,Colorado,10.6,7.7,13.5,435,,Indigenous,"    (38.843840757000464, -106.13361092099967)",1
2008,2008,CO,Colorado,5.4,4.9,6.0,"6,559",,White,"    (38.843840757000464, -106.13361092099967)",0
2008,2008,CT,Connecticut,7.2,2.0,12.5,97,,Indigenous,"    (41.56266102000046, -72.64984095199964)",1
2008,2008,CT,Connecticut,10.5,9.4,11.5,"3,041",,White,"    (41.56266102000046, -72.64984095199964)",0
2008,2008,DE,Delaware,12.0,10.3,13.7,"1,418",,White,"    (39.008830667000495, -75.57774116799965)",0
2008,2008,DC,District of Columbia,16.7,7.8,25.5,72,,White,"    (38.89037138500049, -77.03196112699965)",0
2008,2008,FL,Florida,9.5,6.2,12.9,304,,Indigenous,"    (28.932040377000476, -81.92896053899966)",1
2008,2008,FL,Florida,13.1,12.7,13.5,"27,331",,White,"    (28.932040377000476, -81.92896053899966)",0
2008,2008,GA,Georgia,14.3,11.9,16.7,840,,Indigenous,"    (32.83968109300048, -83.62758034599966)",1
2008,2008,GA,Georgia,10.4,10.0,10.7,"30,561",,White,"    (32.83968109300048, -83.62758034599966)",0
2008,2008,HI,Hawaii,9.7,8.0,11.3,"1,263",,White,"    (21.304850435000446, -157.85774940299973)",0
2008,2008,ID,Idaho,20.9,15.6,26.1,235,,Indigenous,"    (43.682630005000476, -114.3637300419997)",1
2008,2008,ID,Idaho,8.5,7.8,9.2,"6,697",,White,"    (43.682630005000476, -114.3637300419997)",0
2008,2008,IL,Illinois,8.1,1.1,15.0,62,,Indigenous,"    (40.48501028300046, -88.99771017799969)",1
2008,2008,IL,Illinois,9.9,9.5,10.2,"27,766",,White,"    (40.48501028300046, -88.99771017799969)",0
2008,2008,IN,Indiana,10.3,4.4,16.1,107,,Indigenous,"    (39.766910452000445, -86.14996019399968)",1
2008,2008,IN,Indiana,11.4,11.0,11.8,"25,062",,White,"    (39.766910452000445, -86.14996019399968)",0
2008,2008,IA,Iowa,14.3,8.7,19.9,154,,Indigenous,"    (42.46940091300047, -93.81649055599968)",1
2008,2008,IA,Iowa,13.2,12.7,13.7,"15,618",,White,"    (42.46940091300047, -93.81649055599968)",0
2008,2008,KS,Kansas,17.2,13.3,21.0,379,,Indigenous,"    (38.34774030000045, -98.20078122699965)",1
2008,2008,KS,Kansas,11.7,11.1,12.3,"12,010",,White,"    (38.34774030000045, -98.20078122699965)",0
2008,2008,KY,Kentucky,17.3,16.8,17.8,"22,881",,White,"    (37.645970271000465, -84.77497104799966)",0
2008,2008,LA,Louisiana,15.2,9.3,21.1,145,,Indigenous,"    (31.31266064400046, -92.44568007099969)",1
2008,2008,LA,Louisiana,14.9,14.2,15.5,"11,436",,White,"    (31.31266064400046, -92.44568007099969)",0
2008,2008,ME,Maine,17.2,11.4,22.9,169,,Indigenous,"    (45.254228894000505, -68.98503133599962)",1
2008,2008,ME,Maine,11.8,11.1,12.6,"7,151",,White,"    (45.254228894000505, -68.98503133599962)",0
2008,2008,MD,Maryland,19.4,12.5,26.3,129,,Indigenous,"    (39.29058096400047, -76.60926011099963)",1
2008,2008,MD,Maryland,14.9,14.0,15.8,"5,993",,White,"    (39.29058096400047, -76.60926011099963)",0
2008,2008,MA,Massachusetts,15.0,14.4,15.7,"11,967",,White,"    (42.27687047000046, -72.08269067499964)",0
2008,2008,MI,Michigan,11.5,9.7,13.3,"1,167",,Indigenous,"    (44.6613195430005, -84.71439026999968)",1
